File,ID,Member_Name,Member_Type,Entity,Member_ID,Module,Module_List,Duplicated
src/edu/uci/isr/archstudio4/comp/aimlauncher/AIMLauncherEditor.java,267,addRuntime,function,edu.uci.isr.archstudio4.comp.aimlauncher.AIMLauncherEditor,26741,AIMLauncher,['AIMLauncher'],False
src/edu/uci/isr/archstudio4/comp/aim/IAIM.java,39,instantiate,function,edu.uci.isr.archstudio4.comp.aim.IAIM,26573,AIM,['AIM'],False
src/edu/uci/isr/archstudio4/comp/aimlauncher/AIMLauncherEditor.java,267,removeRuntime,function,edu.uci.isr.archstudio4.comp.aimlauncher.AIMLauncherEditor,26751,AIMLauncher,['AIMLauncher'],False
src/edu/uci/isr/archstudio4/comp/aim/IAIM.java,39,destroy,function,edu.uci.isr.archstudio4.comp.aim.IAIM,26572,AIM,['AIM'],False
src/edu/uci/isr/archstudio4/comp/aim/IAIM.java,39,IAIM,type,edu.uci.isr.archstudio4.comp.aim.IAIM,26574,AIM,['AIM'],False
src/edu/uci/isr/archstudio4/comp/aimlauncher/AIMLauncherEditor.java,267,init,function,edu.uci.isr.archstudio4.comp.aimlauncher.AIMLauncherEditor,26748,AIMLauncher,['AIMLauncher'],False
src/edu/uci/isr/archstudio4/comp/aimlauncher/AIMLauncherEditor.java,267,AIMLauncherEditor,type,edu.uci.isr.archstudio4.comp.aimlauncher.AIMLauncherEditor,26754,AIMLauncher,['AIMLauncher'],False
src/edu/uci/isr/archstudio4/editors/AbstractArchstudioEditor.java,599,AbstractArchstudioEditor,function,edu.uci.isr.archstudio4.editors.AbstractArchstudioEditor,39259,SharedEditorInfrastructure,['SharedEditorInfrastructure'],False
src/edu/uci/isr/archstudio4/comp/archipelago/types/StructureEditDescriptionCellModifier.java,390,StructureEditDescriptionCellModifier,function,edu.uci.isr.archstudio4.comp.archipelago.types.StructureEditDescriptionCellModifier,29305,Archipelago,['Archipelago'],False
src/edu/uci/isr/archstudio4/comp/archipelago/util/AbstractEditDescriptionCellModifier.java,442,AbstractEditDescriptionCellModifier,type,edu.uci.isr.archstudio4.comp.archipelago.util.AbstractEditDescriptionCellModifier,30641,Archipelago,['Archipelago'],False
src/edu/uci/isr/archstudio4/comp/archipelago/types/StructureEditDescriptionCellModifier.java,390,StructureEditDescriptionCellModifier,type,edu.uci.isr.archstudio4.comp.archipelago.types.StructureEditDescriptionCellModifier,29307,Archipelago,['Archipelago'],False
src/edu/uci/isr/archstudio4/comp/archipelago/types/StructureEditDescriptionCellModifier.java,390,canModify,function,edu.uci.isr.archstudio4.comp.archipelago.types.StructureEditDescriptionCellModifier,29306,Archipelago,['Archipelago'],False
src/edu/uci/isr/archstudio4/comp/archipelago/util/AbstractEditDescriptionCellModifier.java,442,AS,var,edu.uci.isr.archstudio4.comp.archipelago.util.AbstractEditDescriptionCellModifier,30642,Archipelago,['Archipelago'],False
src/edu/uci/isr/archstudio4/comp/archipelago/ObjRefTransfer.java,297,nativeToJava,function,edu.uci.isr.archstudio4.comp.archipelago.ObjRefTransfer,27436,Archipelago,['Archipelago'],False
src/edu/uci/isr/archstudio4/comp/filetracker/FileTrackerMyxComponent.java,560,FileTrackerMyxComponent,type,edu.uci.isr.archstudio4.comp.filetracker.FileTrackerMyxComponent,33582,FileTracker,['FileTracker'],False
src/edu/uci/isr/archstudio4/comp/filetracker/FileTrackerMyxComponent.java,560,begin,function,edu.uci.isr.archstudio4.comp.filetracker.FileTrackerMyxComponent,33577,FileTracker,['FileTracker'],False
src/edu/uci/isr/archstudio4/comp/archipelago/ArchipelagoServices.java,279,ArchipelagoServices,type,edu.uci.isr.archstudio4.comp.archipelago.ArchipelagoServices,27252,Archipelago,['Archipelago'],False
src/edu/uci/isr/archstudio4/comp/archipelago/types/StructureNewInterfaceLogic.java,404,StructureNewInterfaceLogic,function,edu.uci.isr.archstudio4.comp.archipelago.types.StructureNewInterfaceLogic,29777,Archipelago,['Archipelago'],False
src/edu/uci/isr/archstudio4/comp/archipelago/types/StructureNewInterfaceLogic.java,404,getActions,function,edu.uci.isr.archstudio4.comp.archipelago.types.StructureNewInterfaceLogic,29779,Archipelago,['Archipelago'],False
src/edu/uci/isr/archstudio4/comp/archipelago/ArchipelagoServices.java,279,xarch,var,edu.uci.isr.archstudio4.comp.archipelago.ArchipelagoServices,27266,Archipelago,['Archipelago'],False
src/edu/uci/isr/archstudio4/comp/archipelago/ArchipelagoServices.java,279,resources,var,edu.uci.isr.archstudio4.comp.archipelago.ArchipelagoServices,27262,Archipelago,['Archipelago'],False
src/edu/uci/isr/archstudio4/comp/archipelago/types/StructureNewInterfaceLogic.java,404,StructureNewInterfaceLogic,type,edu.uci.isr.archstudio4.comp.archipelago.types.StructureNewInterfaceLogic,29783,Archipelago,['Archipelago'],False
src/edu/uci/isr/archstudio4/comp/archlight/tools/schematron/SchematronPreferencePanel.java,499,SchematronPreferencePanel,type,edu.uci.isr.archstudio4.comp.archlight.tools.schematron.SchematronPreferencePanel,31942,SchematronPrefs,['SchematronPrefs'],False
src/edu/uci/isr/archstudio4/comp/archlight/tools/schematron/SchematronPreferencePanel.java,499,SchematronPreferencePanel,function,edu.uci.isr.archstudio4.comp.archlight.tools.schematron.SchematronPreferencePanel,31940,SchematronPrefs,['SchematronPrefs'],False
src/edu/uci/isr/archstudio4/comp/archipelago/types/TypesEditDirectionLogic.java,420,getXArchID,function,edu.uci.isr.archstudio4.comp.archipelago.types.TypesEditDirectionLogic,30072,Archipelago,['Archipelago'],False
src/edu/uci/isr/archstudio4/comp/archipelago/types/TypesEditDirectionLogic.java,420,matches,function,edu.uci.isr.archstudio4.comp.archipelago.types.TypesEditDirectionLogic,30073,Archipelago,['Archipelago'],False
src/edu/uci/isr/archstudio4/editors/AbstractArchstudioEditor.java,599,handleXArchFlatEvent,function,edu.uci.isr.archstudio4.editors.AbstractArchstudioEditor,39276,SharedEditorInfrastructure,['SharedEditorInfrastructure'],False
src/edu/uci/isr/archstudio4/comp/tracelink/views/SimpleTracelinkLabelProvider.java,144,SimpleTracelinkLabelProvider,function,edu.uci.isr.archstudio4.comp.tracelink.views.SimpleTracelinkLabelProvider,36091,TracelinkView,['TracelinkView'],False
